instance,solution
FLP-250-50-0.txt,157130
FLP-250-50-1.txt,166042
FLP-250-50-2.txt,167895
FLP-200-40-0.txt,143236
FLP-200-40-1.txt,114088
FLP-200-40-2.txt,115973
FLP-150-45-2.txt,63542
FLP-150-30-0.txt,81039
FLP-150-30-1.txt,72481
FLP-150-30-2.txt,61042
